id,name,uom
EXACP_ENC,"retail sales of electricity in transportation sector, east north central",mkwhd
EXACP_ESC,"retail sales of electricity in transportation sector, east south central",mkwhd
EXACP_HAK,"retail sales of electricity in transportation sector, alaska and hawaii",mkwhd
EXACP_MAC,"retail sales of electricity in transportation sector, middle atlantic",mkwhd
EXACP_MTN,"retail sales of electricity in transportation sector, mountain",mkwhd
EXACP_NEC,"retail sales of electricity in transportation sector, new england",mkwhd
EXACP_PAC,"retail sales of electricity in transportation sector, pacific contiguous",mkwhd
EXACP_SAC,"retail sales of electricity in transportation sector, south atlantic",mkwhd
EXACP_US,"retail sales of electricity in transportation sector, u.s. total",mkwhd
EXACP_WNC,"retail sales of electricity in transportation sector, west north central",mkwhd
EXACP_WSC,"retail sales of electricity in transportation sector, west south central",mkwhd
EXCCPUS,"retail sales of electricity in commercial sector, u.s. total",bkwhd
EXCCP_ENC,"retail sales of electricity in commercial sector, east north central",mkwhd
EXCCP_ESC,"retail sales of electricity in commercial sector, east south central",mkwhd
EXCCP_HAK,"retail sales of electricity in commercial sector, alaska and hawaii",mkwhd
EXCCP_MAC,"retail sales of electricity in commercial sector, middle atlantic",mkwhd
EXCCP_MTN,"retail sales of electricity in commercial sector, mountain",mkwhd
EXCCP_NEC,"retail sales of electricity in commercial sector, new england",mkwhd
EXCCP_PAC,"retail sales of electricity in commercial sector, pacific contiguous",mkwhd
EXCCP_SAC,"retail sales of electricity in commercial sector, south atlantic",mkwhd
EXCCP_US,"retail sales of electricity in commercial sector, u.s. total",mkwhd
EXCCP_WNC,"retail sales of electricity in commercial sector, west north central",mkwhd
EXCCP_WSC,"retail sales of electricity in commercial sector, west south central",mkwhd
EXICPUS,"retail sales of electricity in industrial sector, u.s. total",bkwhd
EXICP_ENC,"retail sales of electricity in industrial sector, east north central",mkwhd
EXICP_ESC,"retail sales of electricity in industrial sector, east south central",mkwhd
EXICP_HAK,"retail sales of electricity in industrial sector, alaska and hawaii",mkwhd
EXICP_MAC,"retail sales of electricity in industrial sector, middle atlantic",mkwhd
EXICP_MTN,"retail sales of electricity in industrial sector, mountain",mkwhd
EXICP_NEC,"retail sales of electricity in industrial sector, new england",mkwhd
EXICP_PAC,"retail sales of electricity in industrial sector, pacific contiguous",mkwhd
EXICP_SAC,"retail sales of electricity in industrial sector, south atlantic",mkwhd
EXICP_US,"retail sales of electricity in industrial sector, u.s. total",mkwhd
EXICP_WNC,"retail sales of electricity in industrial sector, west north central",mkwhd
EXICP_WSC,"retail sales of electricity in industrial sector, west south central",mkwhd
EXRCH_ENC,"average residential electricity usage per customer, east north central",kwh
EXRCH_ESC,"average residential electricity usage per customer, east south central",kwh
EXRCH_HAK,"average residential electricity usage per customer, hawaii and alaska",kwh
EXRCH_MAC,"average residential electricity usage per customer, middle atlantic",kwh
EXRCH_MTN,"average residential electricity usage per customer, mountain",kwh
EXRCH_NEC,"average residential electricity usage per customer, new england",kwh
EXRCH_PAC,"average residential electricity usage per customer, pacific contiguous",kwh
EXRCH_SAC,"average residential electricity usage per customer, south atlantic",kwh
EXRCH_US,"average residential electricity usage per customer, united states",kwh
EXRCH_WNC,"average residential electricity usage per customer, west north central",kwh
EXRCH_WSC,"average residential electricity usage per customer, west south central",kwh
EXRCPUS,"retail sales of electricity in residential sector, u.s. total",bkwhd
EXRCP_ENC,"retail sales of electricity in residential sector, east north central",mkwhd
EXRCP_ESC,"retail sales of electricity in residential sector, east south central",mkwhd
EXRCP_HAK,"retail sales of electricity in residential sector, alaska and hawaii",mkwhd
EXRCP_MAC,"retail sales of electricity in residential sector, middle atlantic",mkwhd
EXRCP_MTN,"retail sales of electricity in residential sector, mountain",mkwhd
EXRCP_NEC,"retail sales of electricity in residential sector, new england",mkwhd
EXRCP_PAC,"retail sales of electricity in residential sector, pacific contiguous",mkwhd
EXRCP_SAC,"retail sales of electricity in residential sector, south atlantic",mkwhd
EXRCP_US,"retail sales of electricity in residential sector, u.s. total",mkwhd
EXRCP_WNC,"retail sales of electricity in residential sector, west north central",mkwhd
EXRCP_WSC,"retail sales of electricity in residential sector, west south central",mkwhd
EXTCPUS,"retail sales of electricity in all sectors, u.s. total",bkwhd
EXTCP_ENC,"retail sales of electricity in all sectors, east north central",mkwhd
EXTCP_ESC,"retail sales of electricity in all sectors, east south central",mkwhd
EXTCP_HAK,"retail sales of electricity in all sectors, alaska and hawaii",mkwhd
EXTCP_MAC,"retail sales of electricity in all sectors, middle atlantic",mkwhd
EXTCP_MTN,"retail sales of electricity in all sectors, mountain",mkwhd
EXTCP_NEC,"retail sales of electricity in all sectors, new england",mkwhd
EXTCP_PAC,"retail sales of electricity in all sectors, pacific contiguous",mkwhd
EXTCP_SAC,"retail sales of electricity in all sectors, south atlantic",mkwhd
EXTCP_US,"retail sales of electricity in all sectors, u.s. total",mkwhd
EXTCP_WNC,"retail sales of electricity in all sectors, west north central",mkwhd
EXTCP_WSC,"retail sales of electricity in all sectors, west south central",mkwhd
FETCPUS,petrochemical feedstocks product supplied,mbd
FFTCCO2,carbon dioxide emissions from fossil fuels,mmt
GDPDIUS,gdp implicit price deflator,index 2017=100
GDPDIUS_PCT,gdp implicit price deflator,pct yoy
GDPQXUS,real gross domestic product,b2017usd (saar)
GDPQXUS_PCT,real gross domestic product,pct yoy
GECCBUS,commercial sector consumption of geothermal energy,qbtu
GECHCGW_US,u.s. commercial and industrial sectors geothermal net summer generating capacity,gw
GECMGEN_US,"commercial sector net generation from geothermal, united states",bkwh
GEECBUS,electric power sector consumption of geothermal energy,qbtu
GEEPCAP_US,electric power sector geothermal net summer capacity,mw
GEEPCGW_US,u.s. electric power sector geothermal net summer generating capacity,gw
GEEPGEN_CA,"electric power sector net generation from geothermal, california",bkwh
GEEPGEN_FL,"electric power sector net generation from geothermal, florida (frcc)",bkwh
GEEPGEN_HA,"electric power sector net generation from geothermal, hawaii and alaska",bkwh
GEEPGEN_MW,"electric power sector net generation from geothermal, midwest (midcontinent iso)",bkwh
GEEPGEN_NE,"electric power sector net generation from geothermal, new england (iso-ne)",bkwh
GEEPGEN_NW,"electric power sector net generation from geothermal, northwest",bkwh
GEEPGEN_NY,"electric power sector net generation from geothermal, new york (nyiso)",bkwh
GEEPGEN_PJ,"electric power sector net generation from geothermal, mid-atlantic (pjm)",bkwh
GEEPGEN_SE,"electric power sector net generation from geothermal, southeast (serc)",bkwh
GEEPGEN_SP,"electric power sector net generation from geothermal, central (spp iso)",bkwh
GEEPGEN_SW,"electric power sector net generation from geothermal, southwest",bkwh
GEEPGEN_TX,"electric power sector net generation from geothermal, texas (ercot)",bkwh
GEEPGEN_US,"electric power sector net generation from geothermal, united states",bkwh
GEEPTOT,electric power sector generation from geothermal,bkwhd
GEICBUS,industrial sector consumption of geothermal energy,qbtu
GEINGEN_US,"industrial sector net generation from geothermal, united states",bkwh
GERCBUS,residential sector consumption of geothermal energy,qbtu
GETCBUS,consumption of geothermal energy by all sectors,qbtu
GETOGEN_US,"net generation from geothermal, all sectors, united states",bkwh
GETOPUS,generation from geothermal by all sectors,bkwhd
GOVXRUS,real u.s. government expenditures,b2017usd (saar)
HGPRPUS,hydrocarbon gas liquids total production,mbd
HOFPPUS,hydrogen and other hydrocarbons adjustments,mbd
HONIPUS,hydrogen and other hydrocarbons net imports,mbd
HORIPUS,hydrogen and other hydrocarbons refinery and blender net inputs,mbd
HPCMGEN_US,"commercial sector net generation from pumped storage hydropower, united states",bkwh
HPEPCGW_US,u.s. electric power sector pumped-storage hydropower net summer generating capacity,gw
HPEPGEN_CA,"electric power sector net generation from pumped storage hydropower, california",bkwh
HPEPGEN_FL,"electric power sector net generation from pumped storage hydropower, florida (frcc)",bkwh
HPEPGEN_HA,"electric power sector net generation from pumped storage hydropower, hawaii and alaska",bkwh
HPEPGEN_MW,"electric power sector net generation from pumped storage hydropower, midwest (midcontinent iso)",bkwh
HPEPGEN_NE,"electric power sector net generation from pumped storage hydropower, new england (iso-ne)",bkwh
HPEPGEN_NW,"electric power sector net generation from pumped storage hydropower, northwest",bkwh
HPEPGEN_NY,"electric power sector net generation from pumped storage hydropower, new york (nyiso)",bkwh
HPEPGEN_PJ,"electric power sector net generation from pumped storage hydropower, mid-atlantic (pjm)",bkwh
HPEPGEN_SE,"electric power sector net generation from pumped storage hydropower, southeast (serc)",bkwh
HPEPGEN_SP,"electric power sector net generation from pumped storage hydropower, central (spp iso)",bkwh
HPEPGEN_SW,"electric power sector net generation from pumped storage hydropower, southwest",bkwh
HPEPGEN_TX,"electric power sector net generation from pumped storage hydropower, texas (ercot)",bkwh
HPEPGEN_US,"electric power sector net generation from pumped storage hydropower, united states",bkwh
HPEPTOT,electric power sector generation from pumped storage hydroelectric,bkwhd
HPINGEN_US,"industrial sector net generation from pumped storage hydropower, united states",bkwh
HPTOGEN_US,"net generation from pumped storage hydropower, all sectors, united states",bkwh
HPTOPUS,generation from pumped storage hydropower by all sectors,bkwhd
HSTCXUS,housing starts,m (saar)
HVCCBUS,commercial sector consumption of conventional hydroelectric energy,qbtu
HVCEPUS,commercial sector generation from conventional hydropower,bkwhd
HVCHCAP_US,comm. and indus. sectors conventional hydroelectric net summer capacity,mw
HVCHCGW_US,u.s. commercial and industrial sectors conventional hydropower net summer generating capacity,gw
HVCHGEN_US,"industrial and commercial sector net generation from conventional hydropower, united states",bkwh
HVCMGEN_US,"commercial sector net generation from conventional hydropower, united states",bkwh
HVCOPUS,industrial sector generation from conventional hydroelectric,bkwhd
HVECBUS,electric power sector consumption of conventional hydroelectric energy,qbtu
HVEPCAP_US,electric power sector conventional hydroelectric net summer capacity,mw
HVEPCGW_US,u.s. electric power sector conventional hydropower net summer generating capacity,gw
HVEPGEN_CA,"electric power sector net generation from conventional hydropower, california",bkwh
HVEPGEN_FL,"electric power sector net generation from conventional hydropower, florida (frcc)",bkwh
HVEPGEN_HA,"electric power sector net generation from conventional hydropower, hawaii and alaska",bkwh
HVEPGEN_MW,"electric power sector net generation from conventional hydropower, midwest (midcontinent iso)",bkwh
HVEPGEN_NE,"electric power sector net generation from conventional hydropower, new england (iso-ne)",bkwh
HVEPGEN_NW,"electric power sector net generation from conventional hydropower, northwest",bkwh
HVEPGEN_NY,"electric power sector net generation from conventional hydropower, new york (nyiso)",bkwh
HVEPGEN_PJ,"electric power sector net generation from conventional hydropower, mid-atlantic (pjm)",bkwh
HVEPGEN_SE,"electric power sector net generation from conventional hydropower, southeast (serc)",bkwh
HVEPGEN_SP,"electric power sector net generation from conventional hydropower, central (spp iso)",bkwh
HVEPGEN_SW,"electric power sector net generation from conventional hydropower, southwest",bkwh
HVEPGEN_TX,"electric power sector net generation from conventional hydropower, texas (ercot)",bkwh
HVEPGEN_US,"electric power sector net generation from conventional hydropower, united states",bkwh
HVEPTOT,electric power sector generation from conventional hydroelectric,bkwhd
HVICBUS,industrial sector consumption of conventional hydroelectric energy,qbtu
HVINGEN_US,"industrial sector net generation from conventional hydropower, united states",bkwh
HVTCBUS,consumption of conventional hydroelectric power energy by all sectors,qbtu
HVTOGEN_US,"net generation from conventional hydropower, all sectors, united states",bkwh
HVTOPUS,generation from conventional hydropower by all sectors,bkwhd
I87RXUS,real private fixed investment,b2017usd (saar)
INEOPUS,industrial sector total generation,bkwhd
INEOTWH,"total net generation of electricity from large-scale power plants, industrial sector, united states",bkwh
IPMFG_ENC,"industrial output, manufacturing, e. n. central",index 2017=100
IPMFG_ESC,"industrial output, manufacturing, e. s. central",index 2017=100
IPMFG_MAC,"industrial output, manufacturing, middle atlantic",index 2017=100
IPMFG_MTN,"industrial output, manufacturing, mountain",index 2017=100
IPMFG_NEC,"industrial output, manufacturing, new england",index 2017=100
IPMFG_PAC,"industrial output, manufacturing, pacific",index 2017=100
IPMFG_SAC,"industrial output, manufacturing, s. atlantic",index 2017=100
IPMFG_WNC,"industrial output, manufacturing, w. n. central",index 2017=100
IPMFG_WSC,"industrial output, manufacturing, w. s. central",index 2017=100
JFNIPUS,jet fuel net imports,mbd
JFPSPUS,jet fuel inventory,mb eop
JFROPUS,jet fuel refinery output,mbd
JFTCPUS,jet fuel product supplied,mbd
JKTCUUS,jet fuel refiner price to end users,c/gal
JKTCUUS_$,jet fuel refiner price to end users,usd/gal
KQHMPUS,"housing stock, including mobile homes",m
KRDRXUS,business inventory change,b2017usd (saar)
LGFPPUS,liquefied petroleum gas field production,mbd
LGNIPUS,liquefied petroleum gas net imports,mbd
LGPSPUS,liquefied petroleum gas inventory,mb eop
LGRIPUS,liquefied petroleum gas refinery input,mbd
LGROPUS,liquefied petroleum gas refinery output,mbd
LGTCPUS,liquefied petroleum gas product supplied,mbd
LXTCPUS,propane and heavier liquefied petroleum gas product supplied,mbd
MBFPPUSX,motor gasoline blend comp. adjustment,mbd
MBRIPUS,motor gasoline blend components refinery input,mbd
MGEIAUS,gasoline all grades retail price including taxes u.s. average,c/gal
MGEIAUS_$,gasoline all grades retail price including taxes u.s. average,usd/gal
MGFPPUSX,finished motor gasoline adjustment,mbd
MGRARP1,"gasoline regular grade retail price incl taxes, padd 1 (east coast)",c/gal
MGRARP1_$,"gasoline regular grade retail price incl taxes, padd 1 (east coast)",usd/gal
MGRARP2,"gasoline regular grade retail price incl taxes, padd 2 (midwest)",c/gal
MGRARP2_$,"gasoline regular grade retail price incl taxes, padd 2 (midwest)",usd/gal
MGRARP3,"gasoline regular grade retail price incl taxes, padd 3 (gulf coast)",c/gal
MGRARP3_$,"gasoline regular grade retail price incl taxes, padd 3 (gulf coast)",usd/gal
MGRARP4,"gasoline regular grade retail price incl taxes, padd 4 (rocky mountain)",c/gal
MGRARP4_$,"gasoline regular grade retail price incl taxes, padd 4 (rocky mountain)",usd/gal
MGRARP5,"gasoline regular grade retail price incl taxes, padd 5 (west coast)",c/gal
MGRARP5_$,"gasoline regular grade retail price incl taxes, padd 5 (west coast)",usd/gal
MGRARUS,"gasoline regular grade retail price incl taxes, u.s. average",c/gal
MGRARUS_$,"gasoline retail price incl taxes, u.s. average",usd/gal
MGRARUS_RP_$,"gasoline regular grade retail real price incl taxes, u.s. average,",real usd/gal
MGROPUS,finished motor gasoline refinery output,mbd
MGTCPUSX,motor gasoline product supplied,mbd
MGTCPUSX_P,petroleum-based gasoline consumption,mbd
MGTNIPUS,total motor gasoline net imports,mbd
MGTSPP1,total motor gasoline padd 1 (east coast) inventory,mb eop
MGTSPP2,total motor gasoline padd 2 (midwest) inventory,mb eop
MGTSPP3,total motor gasoline padd 3 (gulf coast) inventory,mb eop
MGTSPP4,total motor gasoline padd 4 (rocky mountain) inventory,mb eop
MGTSPP5,total motor gasoline padd 5 (west coast) inventory,mb eop
MGTSPUS,total motor gasoline u.s. total inventory,mb eop
MGWHUUS,refiner wholesale gasoline price,c/gal
MGWHUUS_$,refiner wholesale gasoline price,usd/gal
MVVMPUS,vehicle miles traveled,m mi/d
MZTCPUS,other liquid fuels product supplied,mbd
NGACPUS,natural gas pipeline and distribution use,bcfd
NGBGPUS,natural gas base gas inventory,bcf eop
NGCCPUS,"natural gas consumption commercial sector, u.s. total",bcfd
NGCCP_ENC,"natural gas consumption commercial sector, e. n. central",bcfd
NGCCP_ESC,"natural gas consumption commercial sector, e. s. central",bcfd
NGCCP_MAC,"natural gas consumption commercial sector, middle atlantic",bcfd
NGCCP_MTN,"natural gas consumption commercial sector, mountain",bcfd
NGCCP_NEC,"natural gas consumption commercial sector, new england",bcfd
NGCCP_PAC,"natural gas consumption commercial sector, pacific",bcfd
NGCCP_SAC,"natural gas consumption commercial sector, s. atlantic",bcfd
NGCCP_WNC,"natural gas consumption commercial sector, w. n. central",bcfd
NGCCP_WSC,"natural gas consumption commercial sector, w. s. central",bcfd
NGCCUUS,"retail price of natural gas in commercial sector, u.s. average",usd/mcf
NGCCU_ENC,"retail price of natural gas in commercial sector, e. n. central",usd/mcf
NGCCU_ESC,"retail price of natural gas in commercial sector, e. s. central",usd/mcf
NGCCU_MAC,"retail price of natural gas in commercial sector, middle atlantic",usd/mcf
NGCCU_MTN,"retail price of natural gas in commercial sector, mountain",usd/mcf
NGCCU_NEC,"retail price of natural gas in commercial sector, new england",usd/mcf
NGCCU_PAC,"retail price of natural gas in commercial sector, pacific",usd/mcf
NGCCU_SAC,"retail price of natural gas in commercial sector, s. atlantic",usd/mcf
NGCCU_WNC,"retail price of natural gas in commercial sector, w. n. central",usd/mcf
NGCCU_WSC,"retail price of natural gas in commercial sector, w. s. central",usd/mcf
NGCEPUS,commercial sector generation from natural gas,bkwhd
NGCHCGW_US,u.s. commercial and industrial sectors natural gas net summer generating capacity,gw
NGCMCNS_US,"commercial sector consumption of natural gas, united states",bcf
NGCMGEN_US,"commercial sector net generation from natural gas, united states",bkwh
NGCOPUS,industrial sector generation from natural gas,bkwhd
NGEOPAP,"appalachia existing gas production change, one-year trend",mmcfd
NGEOPBK,"bakken existing gas production change, one-year trend",mmcfd
NGEOPEF,"eagle ford existing gas production change, one-year trend",mmcfd
NGEOPHA,"haynesville existing gas production change, one-year trend",mmcfd
NGEOPPM,"permian existing gas production change, one-year trend",mmcfd
NGEOPR48,"rest of lower 48 states, excluding gom existing gas production change, one-year trend",mmcfd
NGEPCGW_US,u.s. electric power sector natural gas net summer generating capacity,gw
NGEPCNS_CA,"electric power sector  consumption of natural gas, california",bcf
NGEPCNS_FL,"electric power sector  consumption of natural gas, florida (frcc)",bcf
NGEPCNS_HA,"electric power sector  consumption of natural gas, hawaii and alaska",bcf
NGEPCNS_MW,"electric power sector  consumption of natural gas, midwest (midcontinent iso)",bcf
NGEPCNS_NE,"electric power sector  consumption of natural gas, new england (iso-ne)",bcf
NGEPCNS_NW,"electric power sector  consumption of natural gas, northwest",bcf
NGEPCNS_NY,"electric power sector  consumption of natural gas, new york (nyiso)",bcf
NGEPCNS_PJ,"electric power sector  consumption of natural gas, mid-atlantic (pjm)",bcf
NGEPCNS_SE,"electric power sector  consumption of natural gas, southeast (serc)",bcf
NGEPCNS_SP,"electric power sector  consumption of natural gas, central (spp iso)",bcf
NGEPCNS_SW,"electric power sector  consumption of natural gas, southwest",bcf
NGEPCNS_TX,"electric power sector  consumption of natural gas, texas (ercot)",bcf
NGEPCNS_US,"electric power sector  consumption of natural gas, united states",bcf
NGEPCON,"natural gas consumption electric power sector, u.s. total",bcfd
NGEPGEN_CA,"electric power sector net generation from natural gas, california",bkwh
NGEPGEN_FL,"electric power sector net generation from natural gas, florida (frcc)",bkwh
NGEPGEN_HA,"electric power sector net generation from natural gas, hawaii and alaska",bkwh
NGEPGEN_MW,"electric power sector net generation from natural gas, midwest (midcontinent iso)",bkwh
NGEPGEN_NE,"electric power sector net generation from natural gas, new england (iso-ne)",bkwh
NGEPGEN_NW,"electric power sector net generation from natural gas, northwest",bkwh
NGEPGEN_NY,"electric power sector net generation from natural gas, new york (nyiso)",bkwh
NGEPGEN_PJ,"electric power sector net generation from natural gas, mid-atlantic (pjm)",bkwh
NGEPGEN_SE,"electric power sector net generation from natural gas, southeast (serc)",bkwh
NGEPGEN_SP,"electric power sector net generation from natural gas, central (spp iso)",bkwh
NGEPGEN_SW,"electric power sector net generation from natural gas, southwest",bkwh
NGEPGEN_TX,"electric power sector net generation from natural gas, texas (ercot)",bkwh
NGEPGEN_US,"electric power sector net generation from natural gas, united states",bkwh
NGEPSHR_US,natural gas share of u.s. electricity generation,pct
NGEPTOT,electric power sector generation from natural gas,bkwhd
NGEUDUS,cost of natural gas delivered to electric generating plants,usd/mmbtu
NGEXPUS,natural gas total gross exports,bcfd
NGEXPUS_LNG,natural gas lng gross exports,bcfd
NGEXPUS_PIPE,natural gas pipeline gross exports,bcfd
NGHHMCF,natural gas henry hub spot price ($/mcf),usd/mcf
NGHHUUS,natural gas henry hub spot price ($/mmbtu),usd/mmbtu
NGICUUS,"retail price of natural gas in industrial sector, u.s. average",usd/mcf
NGICU_ENC,"retail price of natural gas in industrial sector, e. n. central",usd/mcf
NGICU_ESC,"retail price of natural gas in industrial sector, e. s. central",usd/mcf
NGICU_MAC,"retail price of natural gas in industrial sector, middle atlantic",usd/mcf
NGICU_MTN,"retail price of natural gas in industrial sector, mountain",usd/mcf
NGICU_NEC,"retail price of natural gas in industrial sector, new england",usd/mcf
NGICU_PAC,"retail price of natural gas in industrial sector, pacific",usd/mcf
NGICU_SAC,"retail price of natural gas in industrial sector, s. atlantic",usd/mcf
NGICU_WNC,"retail price of natural gas in industrial sector, w. n. central",usd/mcf
NGICU_WSC,"retail price of natural gas in industrial sector, w. s. central",usd/mcf
NGIMPUS,natural gas total gross imports,bcfd
NGIMPUS_LNG,natural gas lng gross imports,bcfd
NGIMPUS_PIPE,natural gas pipeline gross imports,bcfd
NGINCNS_US,"industrial sector consumption of natural gas, united states",bcf
NGINGEN_US,"industrial sector net generation from natural gas, united states",bkwh
NGINX,"natural gas consumption industrial sector, u.s. total",bcfd
NGINX_ENC,"natural gas consumption industrial sector, e. n. central",bcfd
NGINX_ESC,"natural gas consumption industrial sector, e. s. central",bcfd
NGINX_MAC,"natural gas consumption industrial sector, middle atlantic",bcfd
NGINX_MTN,"natural gas consumption industrial sector, mountain",bcfd
NGINX_NEC,"natural gas consumption industrial sector, new england",bcfd
NGINX_PAC,"natural gas consumption industrial sector, pacific",bcfd
NGINX_SAC,"natural gas consumption industrial sector, s. atlantic",bcfd
NGINX_US,u.s. natural gas industrial consumption,bcfd
NGINX_WNC,"natural gas consumption industrial sector, w. n. central",bcfd
NGINX_WSC,"natural gas consumption industrial sector, w. s. central",bcfd
NGLPPUS,natural gas lease and plant fuel,bcfd
NGMP48NGOM,natural gas lower 48 states (excl gom) marketed production,bcfd
NGMPAP,natural gas appalachia marketed production,bcfd
NGMPBK,natural gas bakken marketed production,bcfd
NGMPEF,natural gas eagle ford marketed production,bcfd
NGMPHA,natural gas haynesville marketed production,bcfd
NGMPPAK,natural gas alaska marketed production,bcfd
NGMPPGLF,natural gas marketed production federal gulf of mexico,bcfd
NGMPPM,natural gas permian marketed production,bcfd
NGMPPUS,natural gas total marketed production,bcfd
NGMPR48,natural gas rest of u.s. marketed production,bcfd
NGNIPUS,natural gas net imports,bcfd
NGNWAP,"appalachia new-wells gas production, one-year trend",mmcfd
NGNWBK,"bakken new-wells gas production, one-year trend",mmcfd
NGNWEF,"eagle ford new-wells gas production, one-year trend",mmcfd
NGNWHA,"haynesville new-wells gas production, one-year trend",mmcfd
NGNWPM,"permian new-wells gas production, one-year trend",mmcfd
NGNWPUS,natural gas net withdrawals from inventory,bcfd
NGNWR48,"rest of lower 48 states, excluding gom new-wells gas production, one-year trend",mmcfd
NGNWRAP,"appalachia new-wells gas production per rig, one-year trend",mmcfd
NGNWRBK,"bakken new-wells gas production per rig, one-year trend",mmcfd
NGNWREF,"eagle ford new-wells gas production per rig, one-year trend",mmcfd
NGNWRHA,"haynesville new-wells gas production per rig, one-year trend",mmcfd
NGNWRPM,"permian new-wells gas production per rig, one-year trend",mmcfd
NGNWRR48,"rest of lower 48 states, excluding gom new-wells gas production per rig, one-year trend",mmcfd
NGPRPUS,natural gas total dry production,bcfd
NGPSUPP,total natural gas supply,bcfd
NGRCPUS,"natural gas consumption residential sector, u.s. total",bcfd
NGRCP_ENC,"natural gas consumption residential sector, e. n. central",bcfd
NGRCP_ESC,"natural gas consumption residential sector, e. s. central",bcfd
NGRCP_MAC,"natural gas consumption residential sector, middle atlantic",bcfd
NGRCP_MTN,"natural gas consumption residential sector, mountain",bcfd
NGRCP_NEC,"natural gas consumption residential sector, new england",bcfd
NGRCP_PAC,"natural gas consumption residential sector, pacific",bcfd
NGRCP_SAC,"natural gas consumption residential sector, s. atlantic",bcfd
NGRCP_WNC,"natural gas consumption residential sector, w. n. central",bcfd
NGRCP_WSC,"natural gas consumption residential sector, w. s. central",bcfd
NGRCUUS,"retail price of natural gas in the residential sector, u.s. average",usd/mcf
NGRCUUS_RP,"real natural gas price residential sector, u.s. average",usd/mcf
NGRCU_ENC,"retail price of natural gas in residential sector, e. n. central",usd/mcf
NGRCU_ESC,"retail price of natural gas in residential sector, e. s. central",usd/mcf
NGRCU_MAC,"retail price of natural gas in residential sector, middle atlantic",usd/mcf
NGRCU_MTN,"retail price of natural gas in price residential sector, mountain",usd/mcf
NGRCU_NEC,"retail price of natural gas in residential sector, new england",usd/mcf
NGRCU_PAC,"retail price of natural gas in residential sector, pacific",usd/mcf
NGRCU_SAC,"retail price of natural gas in residential sector, s. atlantic",usd/mcf
NGRCU_WNC,"retail price of natural gas in residential sector, w. n. central",usd/mcf
NGRCU_WSC,"retail price of natural gas in residential sector, w. s. central",usd/mcf
NGSFPUS,supplemental gaseous fuels supply,bcfd
NGSUPP,total natural gas primary supply,bcfd
NGTCCO2,carbon dioxide emissions from natural gas,mmt
NGTCPUS,us natural gas consumption,bcfd
NGTOGEN_US,"net generation from natural gas, all sectors, united states",bkwh
NGTOPUS,generation from natural gas by all sectors,bkwhd
NGUSPUS,natural gas total inventory,bcf eop
NGVHPUS,natural gas vehicle use,bcfd
NGWGPUS,natural gas working inventory u.s. total,bcf eop
NGWG_AK,natural gas working inventory alaska,bcf eop
NGWG_EAST,natural gas working inventory east region,bcf eop
NGWG_MTN,natural gas working inventory mountain region,bcf eop
NGWG_MW,natural gas working inventory midwest region,bcf eop
NGWG_PAC,natural gas working inventory pacific region,bcf eop
NGWG_SC,natural gas working inventory south central consuming region,bcf eop
NLNIPUS,hydrocarbon gas liquids net imports,mbd
NLPRPUS,natural gas processing plant total liquids production,mbd
NLPSPUS,hydrocarbon gas liquids inventory,mb eop
NLRIPUS,hydrocarbon gas liquids refinery and blender net inputs,mbd
NLROPUS,hydrocarbon gas liquids refinery and blender net production,mbd
NLTCPUS,hydrocarbon gas liquids total consumption ,mbd
NONOPEC_NC,non-opec non-crude oil liquids production,mbd
NUCMGEN_US,"commercial sector net generation from nuclear, united states",bkwh
NUEPCGW_US,u.s. electric power sector nuclear net summer generating capacity,gw
NUEPGEN_CA,"electric power sector net generation from nuclear, california",bkwh
NUEPGEN_FL,"electric power sector net generation from nuclear, florida (frcc)",bkwh
NUEPGEN_HA,"electric power sector net generation from nuclear, hawaii and alaska",bkwh
NUEPGEN_MW,"electric power sector net generation from nuclear, midwest (midcontinent iso)",bkwh
NUEPGEN_NE,"electric power sector net generation from nuclear, new england (iso-ne)",bkwh
NUEPGEN_NW,"electric power sector net generation from nuclear, northwest",bkwh
NUEPGEN_NY,"electric power sector net generation from nuclear, new york (nyiso)",bkwh
NUEPGEN_PJ,"electric power sector net generation from nuclear, mid-atlantic (pjm)",bkwh
NUEPGEN_SE,"electric power sector net generation from nuclear, southeast (serc)",bkwh
NUEPGEN_SP,"electric power sector net generation from nuclear, central (spp iso)",bkwh
NUEPGEN_SW,"electric power sector net generation from nuclear, southwest",bkwh
NUEPGEN_TX,"electric power sector net generation from nuclear, texas (ercot)",bkwh
NUEPGEN_US,"electric power sector net generation from nuclear, united states",bkwh
NUEPSHR_US,nuclear share of u.s. electricity generation,pct
NUEPTOT,electric power sector generation from nuclear,bkwhd
NUINGEN_US,"industrial sector net generation from nuclear, united states",bkwh
NUTOGEN_US,"net generation from nuclear, all sectors, united states",bkwh
NUTOPUS,generation from nuclear by all sectors,bkwhd
NWCAP,appalachia new wells completed,count
NWCBK,bakken new wells completed,count
NWCEF,eagle ford new wells completed,count
NWCHA,haynesville new wells completed,count
NWCPM,permian new wells completed,count
NWCR48,"rest of lower 48 states, excluding gom new wells completed",count
NWDAP,appalachia new wells drilled,count
NWDBK,bakken new wells drilled,count
NWDEF,eagle ford new wells drilled,count
NWDHA,haynesville new wells drilled,count
NWDPM,permian new wells drilled,count
NWDR48,"rest of lower 48 states, excluding gom new wells drilled",count
NWRAP,appalachia  new wells drilled per rig,count
NWRBK,bakken  new wells drilled per rig,count
